Datum,Verbrauch,Wind,Solar,Wind+Solar
2018-07-21,1149.272,77.846,125.10499999999999,202.951
2018-07-22,1077.2770000000003,74.936,136.167,211.103
2018-07-23,1382.9810000000002,43.250000000000014,200.09199999999998,243.34199999999998
2018-07-24,1421.9529999999997,35.801,227.123,262.924
2018-07-25,1449.988,77.378,207.923,285.301
2018-07-26,1457.6390000000001,162.671,222.219,384.89
2018-07-27,1448.878,240.116,209.753,449.869
2018-07-28,1237.2400000000002,236.22400000000002,167.97199999999998,404.196
2018-07-29,1105.8790000000004,136.961,200.54199999999997,337.503
2018-07-30,1415.8769999999997,103.10599999999998,207.32700000000006,310.43300000000005
2018-07-31,1450.8669999999997,136.422,206.792,343.214
2018-08-01,1429.363,93.658,181.818,275.476
2018-08-02,1437.356,80.178,194.36499999999998,274.543
2018-08-03,1419.5310000000004,66.132,213.28200000000004,279.41400000000004
2018-08-04,1239.825,118.04800000000002,190.04500000000002,308.093
2018-08-05,1132.727,197.02000000000004,194.36000000000004,391.3800000000001
2018-08-06,1406.0259999999998,86.465,224.43200000000002,310.89700000000005
2018-08-07,1437.0450000000003,147.07899999999998,191.14499999999998,338.22399999999993
2018-08-08,1478.0130000000001,286.1690000000001,169.54099999999997,455.71000000000004
2018-08-09,1453.819,299.829,180.58,480.409
2018-08-10,1411.002,419.372,150.61,569.982
2018-08-11,1186.8349999999998,398.535,182.276,580.811
2018-08-12,1068.9139999999998,132.09599999999998,211.602,343.698
2018-08-13,1376.51,176.322,129.61399999999998,305.936
2018-08-14,1396.0310000000002,299.393,135.623,435.01599999999996
2018-08-15,1351.9149999999997,115.649,142.102,257.751
2018-08-16,1407.7639999999997,159.09599999999998,212.89100000000002,371.98699999999997
2018-08-17,1377.7100000000003,123.02,179.476,302.496
2018-08-18,1209.808,156.667,187.38600000000002,344.053
2018-08-19,1120.904,184.45400000000004,198.948,383.40200000000004
2018-08-20,1404.0919999999999,170.45999999999998,144.677,315.13699999999994
2018-08-21,1405.003,50.279,171.58400000000003,221.86300000000003
2018-08-22,1444.784,90.935,199.00699999999998,289.942
2018-08-23,1462.4859999999999,150.366,160.32700000000003,310.69300000000004
2018-08-24,1432.9980000000003,327.2149999999999,108.219,435.4339999999999
2018-08-25,1187.6049999999998,297.18,96.41699999999999,393.597
2018-08-26,1091.5970000000002,225.92299999999997,184.30200000000002,410.225
2018-08-27,1452.221,507.7060000000001,121.03800000000001,628.7440000000001
2018-08-28,1418.9980000000003,93.99399999999997,165.90799999999996,259.90199999999993
2018-08-29,1441.9470000000001,183.37800000000004,177.24399999999997,360.622
2018-08-30,1461.396,331.21500000000003,81.66400000000002,412.879
2018-08-31,1382.5810000000001,155.55,102.989,258.539
2018-09-01,1160.5929999999998,98.26099999999998,122.421,220.682
2018-09-02,1083.9429999999998,170.539,78.141,248.68
2018-09-03,1408.1139999999998,167.51200000000006,96.692,264.20400000000006
2018-09-04,1418.8190000000002,83.128,136.60699999999997,219.73499999999996
