type,imageFile,corrAns,TrialLoop.thisRepN,TrialLoop.thisTrialN,TrialLoop.thisN,TrialLoop.thisIndex,thisRow.t,notes,Intro.started,Intro_Text.started,IntroResp.started,Intro.stopped,IntroResp.keys,IntroResp.rt,IntroResp.duration,Delay.started,Nothing.started,Delay.stopped,Trial.started,TrialImage.started,TrialResp.started,Trial.stopped,TrialResp.keys,TrialResp.corr,TrialResp.rt,TrialResp.duration,Outro.started,OutroText.started,Outro.stopped,participant,date,expName,psychopyVersion,frameRate,expStart,
go,stimuli/11.png,space,1,4,16,0,29.9402184999999,,,,,,,,,,,,29.89875099999972,29.9402184999999,29.9402184999999,31.393016499999703,space,1,0.5963467000001401,0.1784824999999728,,,,02,2025-06-13_09h12.29.871,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h12.41.370808 +0200,
go,stimuli/16.png,space,1,5,17,5,31.437721599999804,,,,,,,,,,,,31.39417349999985,31.437721599999804,31.437721599999804,32.89231419999987,space,1,0.45816199999990204,0.16930969999975787,,,,02,2025-06-13_09h12.29.871,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h12.41.370808 +0200,
nogo,stimuli/22.png,None,1,6,18,10,32.9398127999998,,,,,,,,,,,,32.89399329999969,32.9398127999998,32.9398127999998,34.40502809999998,None,1,,,,,,02,2025-06-13_09h12.29.871,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h12.41.370808 +0200,
nogo,stimuli/23.png,None,1,7,19,11,34.44883359999994,,,,,,,,,,,,34.406024799999614,34.44883359999994,34.44883359999994,35.89517379999961,None,1,,,,,,02,2025-06-13_09h12.29.871,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h12.41.370808 +0200,
go,stimuli/14.png,space,1,8,20,3,35.93873309999981,,,,,,,,,,,,35.89605779999965,35.93873309999981,35.93873309999981,37.39480319999984,space,1,0.486839400000008,0.16959339999993972,,,,02,2025-06-13_09h12.29.871,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h12.41.370808 +0200,
go,stimuli/19.png,space,1,9,21,8,37.44246229999999,,,,,,,,,,,,37.39602709999963,37.44246229999999,37.44246229999999,38.92094619999989,space,1,0.693544600000223,0.16909050000003845,,,,02,2025-06-13_09h12.29.871,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h12.41.370808 +0200,
go,stimuli/17.png,space,1,10,22,6,38.96719969999958,,,,,,,,,,,,38.922092399999656,38.96719969999958,38.96719969999958,40.39758549999988,space,1,0.429333300000053,0.16943820000005871,,,,02,2025-06-13_09h12.29.871,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h12.41.370808 +0200,
go,stimuli/15.png,space,1,11,23,4,40.43981189999977,,,,,,,,,,,,40.39868200000001,40.43981189999977,40.43981189999977,41.928707999999915,space,1,0.6764754999999241,0.1601181999999426,,,,02,2025-06-13_09h12.29.871,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h12.41.370808 +0200,
go,stimuli/17.png,space,2,0,24,6,41.97476979999965,,,,,,,,,,,,41.92987779999976,41.97476979999965,41.97476979999965,43.42501399999992,space,1,1.0314399999997477,0.1711393999999018,,,,02,2025-06-13_09h12.29.871,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h12.41.370808 +0200,
go,stimuli/18.png,space,2,1,25,7,43.46739649999972,,,,,,,,,,,,43.42621029999964,43.46739649999972,43.46739649999972,44.92795539999997,space,1,0.9089779999999337,0.1695623999999043,,,,02,2025-06-13_09h12.29.871,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h12.41.370808 +0200,
go,stimuli/16.png,space,2,2,26,5,44.974399699999594,,,,,,,,,,,,44.929483399999754,44.974399699999594,44.974399699999594,46.419501299999865,space,1,0.5019999999999527,0.1606896000002962,,,,02,2025-06-13_09h12.29.871,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h12.41.370808 +0200,
go,stimuli/19.png,space,2,3,27,8,46.46681009999975,,,,,,,,,,,,46.420686599999954,46.46681009999975,46.46681009999975,47.929401499999585,space,1,0.5292649000002712,0.1506782999999814,,,,02,2025-06-13_09h12.29.871,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h12.41.370808 +0200,
nogo,stimuli/21.png,None,2,4,28,9,47.97761159999982,,,,,,,,,,,,47.930799699999625,47.97761159999982,47.97761159999982,49.43742409999959,None,1,,,,,,02,2025-06-13_09h12.29.871,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h12.41.370808 +0200,
go,stimuli/15.png,space,2,5,29,4,49.48057229999995,,,,,,,,,,,,49.438347899999826,49.48057229999995,49.48057229999995,50.905258499999945,space,1,0.32670150000012654,0.17873740000004545,,,,02,2025-06-13_09h12.29.871,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h12.41.370808 +0200,
go,stimuli/14.png,space,2,6,30,3,50.95046609999963,,,,,,,,,,,,50.907302099999924,50.95046609999963,50.95046609999963,52.41319139999996,space,1,0.41703000000006796,0.16872730000022784,,,,02,2025-06-13_09h12.29.871,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h12.41.370808 +0200,
nogo,stimuli/23.png,None,2,7,31,11,52.456481399999575,,,,,,,,,,,,52.41441939999959,52.456481399999575,52.456481399999575,53.9387228999999,space,0,0.4905072999999902,0.23960829999987254,,,,02,2025-06-13_09h12.29.871,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h12.41.370808 +0200,
go,stimuli/12.png,space,2,8,32,1,53.989158699999734,,,,,,,,,,,,53.940400299999965,53.989158699999734,53.989158699999734,55.4017574999998,space,1,0.41702889999987747,0.18022990000008576,,,,02,2025-06-13_09h12.29.871,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h12.41.370808 +0200,
go,stimuli/13.png,space,2,9,33,2,55.44756159999997,,,,,,,,,,,,55.403147499999704,55.44756159999997,55.44756159999997,56.93324079999957,space,1,0.40844719999995505,0.18095979999998235,,,,02,2025-06-13_09h12.29.871,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h12.41.370808 +0200,
nogo,stimuli/22.png,None,2,10,34,10,56.97985309999967,,,,,,,,,,,,56.93451159999995,56.97985309999967,56.97985309999967,58.42611659999966,None,1,,,,,,02,2025-06-13_09h12.29.871,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h12.41.370808 +0200,
go,stimuli/11.png,space,2,11,35,0,58.46715429999995,,,,,,,,,,,,58.427014699999745,58.46715429999995,58.46715429999995,59.902566999999635,space,1,0.36012720000007903,0.17987200000015946,,,,02,2025-06-13_09h12.29.871,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h12.41.370808 +0200,
go,stimuli/17.png,space,3,0,36,6,59.949148299999706,,,,,,,,,,,,59.90385559999959,59.949148299999706,59.949148299999706,61.417721999999685,space,1,0.5484658000000309,0.14840070000036576,,,,02,2025-06-13_09h12.29.871,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h12.41.370808 +0200,
nogo,stimuli/23.png,None,3,1,37,11,61.461020499999904,,,,,,,,,,,,61.418867899999896,61.461020499999904,61.461020499999904,62.904521499999646,None,1,,,,,,02,2025-06-13_09h12.29.871,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h12.41.370808 +0200,
go,stimuli/14.png,space,3,2,38,3,62.947934599999826,,,,,,,,,,,,62.90546089999998,62.947934599999826,62.947934599999826,64.4006903999998,space,1,0.46861019999960263,0.15973600000006627,,,,02,2025-06-13_09h12.29.871,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h12.41.370808 +0200,
go,stimuli/18.png,space,3,3,39,7,64.4444297,,,,,,,,,,,,64.40184659999977,64.4444297,64.4444297,65.92919509999956,space,1,0.6021206000000348,0.16970450000007986,,,,02,2025-06-13_09h12.29.871,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h12.41.370808 +0200,
go,stimuli/19.png,space,3,4,40,8,65.97747989999971,,,,,,,,,,,,65.93036429999984,65.97747989999971,65.97747989999971,67.40084779999961,space,1,0.4689558999998553,0.1595847000003232,,,,02,2025-06-13_09h12.29.871,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h12.41.370808 +0200,
nogo,stimuli/22.png,None,3,5,41,10,67.44721559999971,,,,,,,,,,,,67.40198819999978,67.44721559999971,67.44721559999971,68.89460299999973,None,1,,,,,,02,2025-06-13_09h12.29.871,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h12.41.370808 +0200,
go,stimuli/13.png,space,3,6,42,2,68.9717042999996,,,,,,,,,,,,68.89689519999956,68.9717042999996,68.9717042999996,70.39957799999956,space,1,0.34448909999991884,0.17024420000007012,,,,02,2025-06-13_09h12.29.871,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h12.41.370808 +0200,
go,stimuli/16.png,space,3,7,43,5,70.4450084,,,,,,,,,,,,70.40070369999967,70.4450084,70.4450084,71.91834759999983,space,1,0.5310498000003463,0.18038269999988188,,,,02,2025-06-13_09h12.29.871,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h12.41.370808 +0200,
go,stimuli/12.png,space,3,8,44,1,71.96027579999964,,,,,,,,,,,,71.91945889999988,71.96027579999964,71.96027579999964,73.43155199999956,space,1,0.5057932000004257,0.17056209999964267,,,,02,2025-06-13_09h12.29.871,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h12.41.370808 +0200,
go,stimuli/11.png,space,3,9,45,0,73.47325589999991,,,,,,,,,,,,73.43325609999965,73.47325589999991,73.47325589999991,74.89677839999968,space,1,0.4131262000000788,0.1801264999999148,,,,02,2025-06-13_09h12.29.871,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h12.41.370808 +0200,
nogo,stimuli/21.png,None,3,10,46,9,74.9451153,,,,,,,,,,,,74.89819489999991,74.9451153,74.9451153,76.43596619999971,None,1,,,,,,02,2025-06-13_09h12.29.871,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h12.41.370808 +0200,
go,stimuli/15.png,space,3,11,47,4,76.48026409999966,,,,,,,,,,,,76.43694959999993,76.48026409999966,76.48026409999966,77.92769009999984,space,1,0.3658117999998467,0.2203906000004281,,,,02,2025-06-13_09h12.29.871,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h12.41.370808 +0200,
go,stimuli/18.png,space,4,0,48,7,77.96950249999963,,,,,,,,,,,,77.92887189999965,77.96950249999963,77.96950249999963,79.39288539999961,space,1,0.5672546999999213,0.1605718999999226,,,,02,2025-06-13_09h12.29.871,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h12.41.370808 +0200,
go,stimuli/13.png,space,4,1,49,2,79.43893959999969,,,,,,,,,,,,79.39399479999975,79.43893959999969,79.43893959999969,80.9099025999999,space,1,0.5183563999999024,0.14903499999991254,,,,02,2025-06-13_09h12.29.871,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h12.41.370808 +0200,
go,stimuli/19.png,space,4,2,50,8,80.95738109999957,,,,,,,,,,,,80.9110469999996,80.95738109999957,80.95738109999957,82.42413429999988,space,1,0.4493535999999949,0.18045759999995425,,,,02,2025-06-13_09h12.29.871,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h12.41.370808 +0200,
go,stimuli/12.png,space,4,3,51,1,82.48677379999981,,,,,,,,,,,,82.42606939999996,82.48677379999981,82.48677379999981,83.9052356999996,space,1,0.510413299999982,0.16976160000012896,,,,02,2025-06-13_09h12.29.871,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h12.41.370808 +0200,
go,stimuli/16.png,space,4,4,52,5,83.95125659999985,,,,,,,,,,,,83.90650919999962,83.95125659999985,83.95125659999985,85.40075119999983,space,1,0.42631759999994756,0.16962420000027123,,,,02,2025-06-13_09h12.29.871,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h12.41.370808 +0200,
nogo,stimuli/21.png,None,4,5,53,9,85.4475980999996,,,,,,,,,,,,85.4019518,85.4475980999996,85.4475980999996,86.9061428,None,1,,,,,,02,2025-06-13_09h12.29.871,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h12.41.370808 +0200,
nogo,stimuli/23.png,None,4,6,54,11,86.9499321999997,,,,,,,,,,,,86.90709509999988,86.9499321999997,86.9499321999997,88.40139059999956,None,1,,,,,,02,2025-06-13_09h12.29.871,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h12.41.370808 +0200,
go,stimuli/15.png,space,4,7,55,4,88.44279339999957,,,,,,,,,,,,88.40224949999993,88.44279339999957,88.44279339999957,89.90363009999965,space,1,0.42491000000018175,0.17058159999987765,,,,02,2025-06-13_09h12.29.871,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h12.41.370808 +0200,
go,stimuli/11.png,space,4,8,56,0,89.94595079999999,,,,,,,,,,,,89.90475049999986,89.94595079999999,89.94595079999999,91.39296589999958,space,1,0.47136319999981424,0.17046750000008615,,,,02,2025-06-13_09h12.29.871,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h12.41.370808 +0200,
go,stimuli/14.png,space,4,9,57,3,91.43530239999973,,,,,,,,,,,,91.3943062999997,91.43530239999973,91.43530239999973,92.89838259999988,space,1,0.36208890000034444,0.18014670000002297,,,,02,2025-06-13_09h12.29.871,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h12.41.370808 +0200,
nogo,stimuli/22.png,None,4,10,58,10,92.93945189999977,,,,,,,,,,,,92.89940789999991,92.93945189999977,92.93945189999977,94.39294569999993,space,0,0.3385087999999996,0.16943350000019564,,,,02,2025-06-13_09h12.29.871,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h12.41.370808 +0200,
go,stimuli/17.png,space,4,11,59,6,94.43837929999972,,,,,,,,,,,,94.39438099999961,94.43837929999972,94.43837929999972,95.9225035999998,space,1,1.0592283999999381,0.12949159999971016,,,,02,2025-06-13_09h12.29.871,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h12.41.370808 +0200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,95.98039289999997,95.99515549999978,105.9068729999999,02,2025-06-13_09h12.29.871,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h12.41.370808 +0200,
