type,imageFile,corrAns,TrialLoop.thisRepN,TrialLoop.thisTrialN,TrialLoop.thisN,TrialLoop.thisIndex,thisRow.t,notes,Intro.started,Intro_Text.started,IntroResp.started,Intro.stopped,IntroResp.keys,IntroResp.rt,IntroResp.duration,Delay.started,Nothing.started,Delay.stopped,Trial.started,TrialImage.started,TrialResp.started,Trial.stopped,TrialResp.keys,TrialResp.corr,TrialResp.rt,TrialResp.duration,Outro.started,OutroText.started,Outro.stopped,participant,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,1.3514280999997936,3.014572699999917,3.014572699999917,16.076315099999192,space,13.042701900000793,None,,,,,,,,,,,,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
,,,,,,,,,,,,,,,,16.076527299999725,16.094815299999937,19.09314119999999,,,,,,,,,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
go,stimuli/12.png,space,0,0,0,1,19.30667959999937,,,,,,,,,,,,19.123335499999484,19.30667959999937,19.30667959999937,20.589784199999485,space,1,0.8104482999997344,0.11966789999951288,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
go,stimuli/17.png,space,0,1,1,6,20.641172599999663,,,,,,,,,,,,20.591673299999457,20.641172599999663,20.641172599999663,22.1115250999992,space,1,1.1458605999996507,0.20044440000037866,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
go,stimuli/15.png,space,0,2,2,4,22.15970229999948,,,,,,,,,,,,22.112732999999935,22.15970229999948,22.15970229999948,23.616383799999312,space,1,0.5772561000003407,0.14061709999987215,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
go,stimuli/16.png,space,0,3,3,5,23.666804299999967,,,,,,,,,,,,23.61771150000004,23.666804299999967,23.666804299999967,25.117520899999363,space,1,0.4998232999996617,0.1506193000004714,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
go,stimuli/19.png,space,0,4,4,8,25.165045599999758,,,,,,,,,,,,25.11867749999965,25.165045599999758,25.165045599999758,26.596785799999452,space,1,0.5015708999999333,0.18128539999997884,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
go,stimuli/14.png,space,0,5,5,3,26.64016459999948,,,,,,,,,,,,26.598125299999992,26.64016459999948,26.64016459999948,28.089331199999833,space,1,0.4367747000005693,0.12984229999983654,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
nogo,stimuli/21.png,None,0,6,6,9,28.13675869999952,,,,,,,,,,,,28.09055409999928,28.13675869999952,28.13675869999952,29.598562799999854,None,1,,,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
go,stimuli/13.png,space,0,7,7,2,29.644076099999438,,,,,,,,,,,,29.59952649999923,29.644076099999438,29.644076099999438,31.083097099999577,space,1,0.3033838999999716,0.15943349999997736,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
nogo,stimuli/23.png,None,0,8,8,11,31.127826199999618,,,,,,,,,,,,31.08448739999949,31.127826199999618,31.127826199999618,32.612817399999585,None,1,,,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
go,stimuli/18.png,space,0,9,9,7,32.65191179999965,,,,,,,,,,,,32.61371419999978,32.65191179999965,32.65191179999965,34.08858419999979,space,1,0.33610570000018924,0.1799591999997574,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
go,stimuli/11.png,space,0,10,10,0,34.131591299999855,,,,,,,,,,,,34.0898561999993,34.131591299999855,34.131591299999855,35.58649139999943,space,1,0.5050875999995696,0.1607174999999188,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
nogo,stimuli/22.png,None,0,11,11,10,35.62993709999955,,,,,,,,,,,,35.58790779999981,35.62993709999955,35.62993709999955,37.098700599999574,None,1,,,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
go,stimuli/14.png,space,1,0,12,3,37.14163279999957,,,,,,,,,,,,37.09990349999953,37.14163279999957,37.14163279999957,38.59199289999924,space,1,0.36555979999957344,0.16960759999983566,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
go,stimuli/16.png,space,1,1,13,5,38.63789909999923,,,,,,,,,,,,38.59329969999999,38.63789909999923,38.63789909999923,40.08560089999992,space,1,0.34935439999935625,0.17979100000047765,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
nogo,stimuli/21.png,None,1,2,14,9,40.13259769999968,,,,,,,,,,,,40.08678399999917,40.13259769999968,40.13259769999968,41.580261499999324,None,1,,,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
go,stimuli/18.png,space,1,3,15,7,41.623972099999264,,,,,,,,,,,,41.58118589999958,41.623972099999264,41.623972099999264,43.0988797,space,1,0.2643487000004825,0.1683524000000034,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
go,stimuli/12.png,space,1,4,16,1,43.14139879999948,,,,,,,,,,,,43.100227099999756,43.14139879999948,43.14139879999948,44.615367099999276,space,1,0.38655219999964174,0.16950900000028923,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
nogo,stimuli/23.png,None,1,5,17,11,44.660348200000044,,,,,,,,,,,,44.61662979999983,44.660348200000044,44.660348200000044,46.08325809999951,None,1,,,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
go,stimuli/13.png,space,1,6,18,2,46.12917709999965,,,,,,,,,,,,46.08412950000002,46.12917709999965,46.12917709999965,47.5835591999994,space,1,0.3900804999993852,0.14779960000032588,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
go,stimuli/15.png,space,1,7,19,4,47.625821699999506,,,,,,,,,,,,47.58474289999958,47.625821699999506,47.625821699999506,49.11829239999952,space,1,0.5022928999997021,0.190099100000225,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
go,stimuli/11.png,space,1,8,20,0,49.160990800000036,,,,,,,,,,,,49.119512599999325,49.160990800000036,49.160990800000036,50.58174439999948,space,1,0.5174848999995447,0.13969559999986814,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
go,stimuli/19.png,space,1,9,21,8,50.63922249999996,,,,,,,,,,,,50.583336799999415,50.63922249999996,50.63922249999996,52.09469009999975,space,1,0.5489392999998017,0.16076610000072833,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
nogo,stimuli/22.png,None,1,10,22,10,52.13735259999976,,,,,,,,,,,,52.095843299999615,52.13735259999976,52.13735259999976,53.63352709999981,space,0,0.43144410000058997,0.10977039999943372,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
go,stimuli/17.png,space,1,11,23,6,53.70724159999918,,,,,,,,,,,,53.63641339999958,53.70724159999918,53.70724159999918,55.115892599999825,space,1,0.45058700000026874,0.18034069999976055,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
go,stimuli/18.png,space,2,0,24,7,55.157681599999705,,,,,,,,,,,,55.1171446999997,55.157681599999705,55.157681599999705,56.59836479999922,space,1,0.5201051000003645,0.16051639999932377,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
go,stimuli/11.png,space,2,1,25,0,56.640237999999954,,,,,,,,,,,,56.59957020000002,56.640237999999954,56.640237999999954,58.092811900000015,space,1,0.4979860999992525,0.17123090000040975,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
nogo,stimuli/21.png,None,2,2,26,9,58.13999479999984,,,,,,,,,,,,58.09404730000006,58.13999479999984,58.13999479999984,59.578985599999214,None,1,,,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
go,stimuli/15.png,space,2,3,27,4,59.62240119999933,,,,,,,,,,,,59.57992329999979,59.62240119999933,59.62240119999933,61.080232699999215,space,1,0.5066208999996888,0.17882640000061656,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
go,stimuli/17.png,space,2,4,28,6,61.12636939999993,,,,,,,,,,,,61.08151109999926,61.12636939999993,61.12636939999993,62.57802769999944,space,1,0.5518172000001869,0.1609533000000738,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
go,stimuli/12.png,space,2,5,29,1,62.62063069999931,,,,,,,,,,,,62.579397900000004,62.62063069999931,62.62063069999931,64.1064252999995,space,1,0.5171826999994664,0.15988150000066526,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
nogo,stimuli/23.png,None,2,6,30,11,64.15139829999953,,,,,,,,,,,,64.10787319999963,64.15139829999953,64.15139829999953,65.59107819999917,None,1,,,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
go,stimuli/14.png,space,2,7,31,3,65.63386469999932,,,,,,,,,,,,65.5921187999993,65.63386469999932,65.63386469999932,67.11578779999945,space,1,0.35419089999959397,0.1714867000000595,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
go,stimuli/19.png,space,2,8,32,8,67.16274840000005,,,,,,,,,,,,67.11694219999936,67.16274840000005,67.16274840000005,68.58377089999976,space,1,0.4352681999998822,0.1505047000000559,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
go,stimuli/13.png,space,2,9,33,2,68.62991169999987,,,,,,,,,,,,68.58494439999959,68.62991169999987,68.62991169999987,70.09990529999959,space,1,0.5689578000001347,0.14953179999974964,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
nogo,stimuli/22.png,None,2,10,34,10,70.14330729999983,,,,,,,,,,,,70.10140049999973,70.14330729999983,70.14330729999983,71.61575259999972,None,1,,,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
go,stimuli/16.png,space,2,11,35,5,71.66184019999946,,,,,,,,,,,,71.61725709999973,71.66184019999946,71.66184019999946,73.09716709999975,space,1,0.34604459999991377,0.1805551999996169,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
nogo,stimuli/21.png,None,3,0,36,9,73.14319459999933,,,,,,,,,,,,73.09821799999918,73.14319459999933,73.14319459999933,74.5980254999995,None,1,,,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
nogo,stimuli/22.png,None,3,1,37,10,74.64123139999992,,,,,,,,,,,,74.5989239999999,74.64123139999992,74.64123139999992,76.10200509999959,space,0,0.3072065999995175,0.22935150000012072,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
go,stimuli/14.png,space,3,2,38,3,76.14492840000003,,,,,,,,,,,,76.10325169999942,76.14492840000003,76.14492840000003,77.6048525999995,space,1,0.4835798000003706,0.15994989999944664,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
go,stimuli/18.png,space,3,3,39,7,77.64655779999975,,,,,,,,,,,,77.6060250999999,77.64655779999975,77.64655779999975,79.10783999999967,space,1,0.5412471999998161,0.17077400000016496,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
go,stimuli/17.png,space,3,4,40,6,79.15373789999921,,,,,,,,,,,,79.10918909999964,79.15373789999921,79.15373789999921,80.59573229999933,space,1,0.48482680000051914,0.16052219999983208,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
go,stimuli/19.png,space,3,5,41,8,80.64575949999926,,,,,,,,,,,,80.59689489999982,80.64575949999926,80.64575949999926,82.09299159999955,space,1,0.35229330000038317,0.1600795999993352,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
nogo,stimuli/23.png,None,3,6,42,11,82.13615339999978,,,,,,,,,,,,82.09417929999927,82.13615339999978,82.13615339999978,83.58394899999985,None,1,,,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
go,stimuli/16.png,space,3,7,43,5,83.62884249999934,,,,,,,,,,,,83.58481599999959,83.62884249999934,83.62884249999934,85.11871719999999,space,1,0.35934009999982663,0.15956269999969663,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
go,stimuli/15.png,space,3,8,44,4,85.16261309999936,,,,,,,,,,,,85.1200214999999,85.16261309999936,85.16261309999936,86.6143420999997,space,1,0.43527439999979833,0.16067020000082266,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
go,stimuli/11.png,space,3,9,45,0,86.65558929999952,,,,,,,,,,,,86.61551869999948,86.65558929999952,86.65558929999952,88.09124749999955,space,1,0.5422505000005913,0.1606191000000763,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
go,stimuli/12.png,space,3,10,46,1,88.12998979999975,,,,,,,,,,,,88.09229479999976,88.12998979999975,88.12998979999975,89.59623169999941,space,1,0.42779539999992267,0.1408226999992621,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
go,stimuli/13.png,space,3,11,47,2,89.64235759999974,,,,,,,,,,,,89.59740739999961,89.64235759999974,89.64235759999974,91.08772719999979,space,1,0.44551660000070115,0.16071659999943222,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
nogo,stimuli/21.png,None,4,0,48,9,91.1350055999992,,,,,,,,,,,,91.08900139999969,91.1350055999992,91.1350055999992,92.60174749999987,None,1,,,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
nogo,stimuli/23.png,None,4,1,49,11,92.64505269999972,,,,,,,,,,,,92.60268209999958,92.64505269999972,92.64505269999972,94.0980729999992,space,0,0.2541747999994186,0.2402554999998756,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
nogo,stimuli/22.png,None,4,2,50,10,94.14110449999953,,,,,,,,,,,,94.09925539999949,94.14110449999953,94.14110449999953,95.60998469999959,None,1,,,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
go,stimuli/17.png,space,4,3,51,6,95.65482609999981,,,,,,,,,,,,95.61087759999918,95.65482609999981,95.65482609999981,97.09146669999973,space,1,0.39509429999998247,0.17990980000013224,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
go,stimuli/16.png,space,4,4,52,5,97.13901649999934,,,,,,,,,,,,97.09289439999975,97.13901649999934,97.13901649999934,98.61022999999932,space,1,0.4708737000000838,0.16953489999923477,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
go,stimuli/13.png,space,4,5,53,2,98.65671139999995,,,,,,,,,,,,98.61145549999947,98.65671139999995,98.65671139999995,100.07748759999959,space,1,0.472197099999903,0.1703756999995676,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
go,stimuli/11.png,space,4,6,54,0,100.11920819999978,,,,,,,,,,,,100.07865479999964,100.11920819999978,100.11920819999978,101.61257889999979,space,1,0.42978000000039174,0.1705763999998453,,,,03,2025-06-13_09h19.50.910,Go_NoGo_Task,2024.1.4,None,2025-06-13 09h20.06.831845 +0200,
