thisRow.t,type,imageFile,corrAns,TrialResp.keys,TrialResp.corr,participant,notes,TrialResp.rt,OutroResp.rt,OutroResp.keys,Intro_resp.rt,Intro_resp.keys,psychopyVersion,expStart,expName,date,TrialRoutine.stopped,TrialRoutine.started,TrialResp.started,TrialResp.duration,TrialLoop.thisTrialN,TrialLoop.thisRepN,TrialLoop.thisN,TrialLoop.thisIndex,TrialImage.started,OutroText.started,OutroRoutine.stopped,OutroRoutine.started,OutroResp.started,OutroResp.duration,Intro_resp.started,Intro_resp.duration,IntroText.started,IntroRoutine.stopped,IntroRoutine.started,DelayScreen.started,Delay.stopped,Delay.started,
,,,,,,12,,,,,0.9375082500000644,space,2024.1.4,2025-06-26 08h22.25.996143 +0200,GoNoGo,2025-06-26_08h22.21.101,,,,,,,,,,,,,,,0.11805504100038888,None,0.11805504100038888,1.0967075000003206,0.09796762500036493,,,,
,,,,,,12,,,,,,,2024.1.4,2025-06-26 08h22.25.996143 +0200,GoNoGo,2025-06-26_08h22.21.101,,,,,,,,,,,,,,,,,,,,1.1138789580004413,4.102006750000328,1.0967607080001471,
4.164869625000392,go,stimuli/16.png,space,space,1,12,,0.6093256250001104,,,,,2024.1.4,2025-06-26 08h22.25.996143 +0200,GoNoGo,2025-06-26_08h22.21.101,5.598404333000417,4.11828262500012,4.164869625000392,0.07494850000011866,0,0,0,5,4.164869625000392,,,,,,,,,,,,,,
5.647877833000166,go,stimuli/13.png,space,space,1,12,,0.4470514169997841,,,,,2024.1.4,2025-06-26 08h22.25.996143 +0200,GoNoGo,2025-06-26_08h22.21.101,7.1061210000002575,5.599806291000277,5.647877833000166,0.07302658300022813,1,0,1,2,5.647877833000166,,,,,,,,,,,,,,
7.149751250000008,nogo,stimuli/23.png,None,None,1,12,,,,,,,2024.1.4,2025-06-26 08h22.25.996143 +0200,GoNoGo,2025-06-26_08h22.21.101,8.598372041000403,7.107239541000126,7.149751250000008,,2,0,2,11,7.149751250000008,,,,,,,,,,,,,,
8.641733708000174,nogo,stimuli/21.png,None,None,1,12,,,,,,,2024.1.4,2025-06-26 08h22.25.996143 +0200,GoNoGo,2025-06-26_08h22.21.101,10.106737458000225,8.59907879100001,8.641733708000174,,3,0,3,9,8.641733708000174,,,,,,,,,,,,,,
10.1479421250001,go,stimuli/18.png,space,None,0,12,,,,,,,2024.1.4,2025-06-26 08h22.25.996143 +0200,GoNoGo,2025-06-26_08h22.21.101,11.600245333000203,10.10764829100026,10.1479421250001,,4,0,4,7,10.1479421250001,,,,,,,,,,,,,,
11.639003083000262,nogo,stimuli/22.png,None,None,1,12,,,,,,,2024.1.4,2025-06-26 08h22.25.996143 +0200,GoNoGo,2025-06-26_08h22.21.101,13.10006041600036,11.600955666000118,11.639003083000262,,5,0,5,10,11.639003083000262,,,,,,,,,,,,,,
13.138454166000429,go,stimuli/11.png,space,None,0,12,,,,,,,2024.1.4,2025-06-26 08h22.25.996143 +0200,GoNoGo,2025-06-26_08h22.21.101,14.600078208000014,13.100764833000085,13.138454166000429,,6,0,6,0,13.138454166000429,,,,,,,,,,,,,,
14.641361875000257,go,stimuli/19.png,space,space,1,12,,0.3940237500000876,,,,,2024.1.4,2025-06-26 08h22.25.996143 +0200,GoNoGo,2025-06-26_08h22.21.101,16.10120700000016,14.600795416000437,14.641361875000257,0.10478499999999258,7,0,7,8,14.641361875000257,,,,,,,,,,,,,,
16.14998854100031,go,stimuli/12.png,space,space,1,12,,0.3997447500000817,,,,,2024.1.4,2025-06-26 08h22.25.996143 +0200,GoNoGo,2025-06-26_08h22.21.101,17.613666458000353,16.102461791000223,16.14998854100031,0.13554649999969115,8,0,8,1,16.14998854100031,,,,,,,,,,,,,,
17.659469750000426,go,stimuli/17.png,space,space,1,12,,0.3901514579997638,,,,,2024.1.4,2025-06-26 08h22.25.996143 +0200,GoNoGo,2025-06-26_08h22.21.101,19.106201500000225,17.61492837500009,17.659469750000426,0.15069725000012113,9,0,9,6,17.659469750000426,,,,,,,,,,,,,,
19.146701125000163,go,stimuli/15.png,space,space,1,12,,0.3879484999997658,,,,,2024.1.4,2025-06-26 08h22.25.996143 +0200,GoNoGo,2025-06-26_08h22.21.101,20.600561458000357,19.1071084160003,19.146701125000163,0.12097641700029271,10,0,10,4,19.146701125000163,,,,,,,,,,,,,,
20.64118741600032,go,stimuli/14.png,space,space,1,12,,0.3929862919999323,,,,,2024.1.4,2025-06-26 08h22.25.996143 +0200,GoNoGo,2025-06-26_08h22.21.101,22.10027237500026,20.60148166600038,20.64118741600032,0.0900611659999413,11,0,11,3,20.64118741600032,,,,,,,,,,,,,,
22.138239250000424,go,stimuli/12.png,space,space,1,12,,0.3815219579996665,,,,,2024.1.4,2025-06-26 08h22.25.996143 +0200,GoNoGo,2025-06-26_08h22.21.101,23.605326208000406,22.100989000000027,22.138239250000424,0.10520233300030668,0,1,12,1,22.138239250000424,,,,,,,,,,,,,,
23.646601375000046,nogo,stimuli/22.png,None,None,1,12,,,,,,,2024.1.4,2025-06-26 08h22.25.996143 +0200,GoNoGo,2025-06-26_08h22.21.101,25.10654575000035,23.606482291000248,23.646601375000046,,1,1,13,10,23.646601375000046,,,,,,,,,,,,,,
25.148840500000006,go,stimuli/14.png,space,None,0,12,,,,,,,2024.1.4,2025-06-26 08h22.25.996143 +0200,GoNoGo,2025-06-26_08h22.21.101,26.597436291000122,25.10748916600005,25.148840500000006,,2,1,14,3,25.148840500000006,,,,,,,,,,,,,,
26.640704500000083,go,stimuli/16.png,space,space,1,12,,0.4689566670003842,,,,,2024.1.4,2025-06-26 08h22.25.996143 +0200,GoNoGo,2025-06-26_08h22.21.101,28.097014458000103,26.59832783300044,26.640704500000083,0.09028412499992555,3,1,15,5,26.640704500000083,,,,,,,,,,,,,,
28.1396396250002,go,stimuli/11.png,space,space,1,12,,0.5020497499999692,,,,,2024.1.4,2025-06-26 08h22.25.996143 +0200,GoNoGo,2025-06-26_08h22.21.101,29.60589058300002,28.098105125000075,28.1396396250002,0.08795520800003942,4,1,16,0,28.1396396250002,,,,,,,,,,,,,,
29.647595708000154,nogo,stimuli/23.png,None,None,1,12,,,,,,,2024.1.4,2025-06-26 08h22.25.996143 +0200,GoNoGo,2025-06-26_08h22.21.101,31.10081416600042,29.607053375000305,29.647595708000154,,5,1,17,11,29.647595708000154,,,,,,,,,,,,,,
31.124601458000143,go,stimuli/17.png,space,space,1,12,,0.4713645409997298,,,,,2024.1.4,2025-06-26 08h22.25.996143 +0200,GoNoGo,2025-06-26_08h22.21.101,32.60227420800038,31.101302166000096,31.124601458000143,0.10190224999996644,6,1,18,6,31.124601458000143,,,,,,,,,,,,,,
32.644481250000354,go,stimuli/15.png,space,space,1,12,,0.41975029099967287,,,,,2024.1.4,2025-06-26 08h22.25.996143 +0200,GoNoGo,2025-06-26_08h22.21.101,34.09841554100012,32.60344341600012,32.644481250000354,0.10483150000027308,7,1,19,4,32.644481250000354,,,,,,,,,,,,,,
34.13936041600027,go,stimuli/18.png,space,space,1,12,,0.39363395899999887,,,,,2024.1.4,2025-06-26 08h22.25.996143 +0200,GoNoGo,2025-06-26_08h22.21.101,35.597254582999994,34.09956120800007,34.13936041600027,0.10616274999983943,8,1,20,7,34.13936041600027,,,,,,,,,,,,,,
35.64743833300008,nogo,stimuli/21.png,None,None,1,12,,,,,,,2024.1.4,2025-06-26 08h22.25.996143 +0200,GoNoGo,2025-06-26_08h22.21.101,37.10092633300019,35.59883675000037,35.64743833300008,,9,1,21,9,35.64743833300008,,,,,,,,,,,,,,
37.14390062500024,go,stimuli/19.png,space,None,0,12,,,,,,,2024.1.4,2025-06-26 08h22.25.996143 +0200,GoNoGo,2025-06-26_08h22.21.101,38.597547791000125,37.10163450000027,37.14390062500024,,10,1,22,8,37.14390062500024,,,,,,,,,,,,,,
38.64370579100023,go,stimuli/13.png,space,space,1,12,,0.43621920900022815,,,,,2024.1.4,2025-06-26 08h22.25.996143 +0200,GoNoGo,2025-06-26_08h22.21.101,40.105530208000346,38.59853750000002,38.64370579100023,0.09007287499980521,11,1,23,2,38.64370579100023,,,,,,,,,,,,,,
40.14919254100005,go,stimuli/19.png,space,space,1,12,,0.4469319169998016,,,,,2024.1.4,2025-06-26 08h22.25.996143 +0200,GoNoGo,2025-06-26_08h22.21.101,41.5968344580001,40.10660716600023,40.14919254100005,0.10222062499997264,0,2,24,8,40.14919254100005,,,,,,,,,,,,,,
41.64099366600021,nogo,stimuli/21.png,None,None,1,12,,,,,,,2024.1.4,2025-06-26 08h22.25.996143 +0200,GoNoGo,2025-06-26_08h22.21.101,43.09884020800018,41.59791654100036,41.64099366600021,,1,2,25,9,41.64099366600021,,,,,,,,,,,,,,
43.14182620800011,go,stimuli/16.png,space,space,1,12,,0.4062399589997767,,,,,2024.1.4,2025-06-26 08h22.25.996143 +0200,GoNoGo,2025-06-26_08h22.21.101,44.60660179100023,43.0997359160001,43.14182620800011,0.105206291000286,2,2,26,5,43.14182620800011,,,,,,,,,,,,,,
44.649817500000154,go,stimuli/13.png,space,space,1,12,,0.338316500000019,,,,,2024.1.4,2025-06-26 08h22.25.996143 +0200,GoNoGo,2025-06-26_08h22.21.101,46.11390508300019,44.607721541000046,44.649817500000154,0.10732812499963984,3,2,27,2,44.649817500000154,,,,,,,,,,,,,,
46.147677833000216,go,stimuli/14.png,space,space,1,12,,0.4472163330001422,,,,,2024.1.4,2025-06-26 08h22.25.996143 +0200,GoNoGo,2025-06-26_08h22.21.101,47.59816987500017,46.1150509160002,46.147677833000216,0.0891274999999041,4,2,28,3,46.147677833000216,,,,,,,,,,,,,,
47.641152375000274,go,stimuli/17.png,space,space,1,12,,0.3928111670002181,,,,,2024.1.4,2025-06-26 08h22.25.996143 +0200,GoNoGo,2025-06-26_08h22.21.101,49.11513808300015,47.59928537500036,47.641152375000274,0.07599162499991508,5,2,29,6,47.641152375000274,,,,,,,,,,,,,,
49.157795958000406,go,stimuli/15.png,space,space,1,12,,0.3763144160002412,,,,,2024.1.4,2025-06-26 08h22.25.996143 +0200,GoNoGo,2025-06-26_08h22.21.101,50.61321845800012,49.116654958000254,49.157795958000406,0.061165041999629466,6,2,30,4,49.157795958000406,,,,,,,,,,,,,,
