thisRow.t,type,imageFile,corrAns,TrialResp.keys,TrialResp.corr,participant,notes,TrialResp.rt,OutroResp.rt,OutroResp.keys,Intro_resp.rt,Intro_resp.keys,psychopyVersion,expStart,expName,date,TrialRoutine.stopped,TrialRoutine.started,TrialResp.started,TrialResp.duration,TrialLoop.thisTrialN,TrialLoop.thisRepN,TrialLoop.thisN,TrialLoop.thisIndex,TrialImage.started,OutroText.started,OutroRoutine.stopped,OutroRoutine.started,OutroResp.started,OutroResp.duration,Intro_resp.started,Intro_resp.duration,IntroText.started,IntroRoutine.stopped,IntroRoutine.started,DelayScreen.started,Delay.stopped,Delay.started,
,,,,,,13,,,,,0.4345280410002488,space,2024.1.4,2025-06-26 08h24.13.929910 +0200,GoNoGo,2025-06-26_08h24.09.232,,,,,,,,,,,,,,,0.12256283300030191,None,0.12256283300030191,0.5922024159999637,0.09461729100030425,,,,
,,,,,,13,,,,,,,2024.1.4,2025-06-26 08h24.13.929910 +0200,GoNoGo,2025-06-26_08h24.09.232,,,,,,,,,,,,,,,,,,,,0.6079817080003522,3.5969257080000716,0.5922482080000009,
3.6614678750001985,nogo,stimuli/21.png,None,None,1,13,,,,,,,2024.1.4,2025-06-26 08h24.13.929910 +0200,GoNoGo,2025-06-26_08h24.09.232,5.103360125000108,3.613122083000235,3.6614678750001985,,0,0,0,9,3.6614678750001985,,,,,,,,,,,,,,
5.146145333000277,go,stimuli/12.png,space,space,1,13,,0.4200115419998838,,,,,2024.1.4,2025-06-26 08h24.13.929910 +0200,GoNoGo,2025-06-26_08h24.09.232,6.600650791000135,5.104455041000165,5.146145333000277,0.09224179100010588,1,0,1,1,5.146145333000277,,,,,,,,,,,,,,
6.64843616600001,go,stimuli/11.png,space,space,1,13,,0.35599249999995664,,,,,2024.1.4,2025-06-26 08h24.13.929910 +0200,GoNoGo,2025-06-26_08h24.09.232,8.105544833000295,6.601711540999986,6.64843616600001,0.1528687500003798,2,0,2,0,6.64843616600001,,,,,,,,,,,,,,
8.154033791000074,go,stimuli/14.png,space,space,1,13,,0.4135292920000211,,,,,2024.1.4,2025-06-26 08h24.13.929910 +0200,GoNoGo,2025-06-26_08h24.09.232,9.592933583000104,8.106802000000243,8.154033791000074,0.14801654100028827,3,0,3,3,8.154033791000074,,,,,,,,,,,,,,
9.633879041,go,stimuli/18.png,space,space,1,13,,0.4328124580001713,,,,,2024.1.4,2025-06-26 08h24.13.929910 +0200,GoNoGo,2025-06-26_08h24.09.232,11.093413541000245,9.593847125000138,9.633879041,0.16594579200000226,4,0,4,7,9.633879041,,,,,,,,,,,,,,
11.138811875000101,go,stimuli/13.png,space,space,1,13,,0.4861599999999271,,,,,2024.1.4,2025-06-26 08h24.13.929910 +0200,GoNoGo,2025-06-26_08h24.09.232,12.605387999999948,11.094540500000221,11.138811875000101,0.13479429200015147,5,0,5,2,11.138811875000101,,,,,,,,,,,,,,
12.650284415999977,nogo,stimuli/22.png,None,space,0,13,,0.7916195839998181,,,,,2024.1.4,2025-06-26 08h24.13.929910 +0200,GoNoGo,2025-06-26_08h24.09.232,14.099021666000226,12.606463291000182,12.650284415999977,0.17995404100020096,6,0,6,10,12.650284415999977,,,,,,,,,,,,,,
14.143770083000163,go,stimuli/16.png,space,space,1,13,,0.5419617499997003,,,,,2024.1.4,2025-06-26 08h24.13.929910 +0200,GoNoGo,2025-06-26_08h24.09.232,15.593449708000207,14.100200374999986,14.143770083000163,0.16559075000031953,7,0,7,5,14.143770083000163,,,,,,,,,,,,,,
