thisRow.t,type,imageFile,corrAns,TrialResp.keys,TrialResp.corr,participant,notes,TrialResp.rt,OutroResp.rt,OutroResp.keys,Intro_resp.rt,Intro_resp.keys,psychopyVersion,expStart,expName,date,TrialRoutine.stopped,TrialRoutine.started,TrialResp.started,TrialResp.duration,TrialLoop.thisTrialN,TrialLoop.thisRepN,TrialLoop.thisN,TrialLoop.thisIndex,TrialImage.started,OutroText.started,OutroRoutine.stopped,OutroRoutine.started,OutroResp.started,OutroResp.duration,Intro_resp.started,Intro_resp.duration,IntroText.started,IntroRoutine.stopped,IntroRoutine.started,DelayScreen.stopped,DelayScreen.started,Delay.stopped,Delay.started,
,,,,,,11,,,,,0.6839452499998515,space,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,,,,,,,,,,,,,,,0.12539137500016295,None,0.12539137500016295,0.8459779999998318,0.10010954100016534,,,,,
,,,,,,11,,,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,,,,,,,,,,,,,,,,,,,,3.9108173750000788,0.8618646659997466,3.8455652910001845,0.8460243330000594,
3.9108173750000788,go,stimuli/12.png,space,space,1,11,,0.6313042920000953,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,5.354383666000103,3.862727665999955,3.9108173750000788,0.10423033300003226,0,0,0,1,3.9108173750000788,,,,,,,,,,,,,,,
5.401319707999846,go,stimuli/19.png,space,None,0,11,,,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,6.855214665999938,5.356268458000159,5.401319707999846,,1,0,1,8,5.401319707999846,,,,,,,,,,,,,,,
6.880749458000082,go,stimuli/17.png,space,None,0,11,,,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,8.353756083000007,6.855722415999935,6.880749458000082,,2,0,2,6,6.880749458000082,,,,,,,,,,,,,,,
8.399417166000148,go,stimuli/18.png,space,space,1,11,,0.2975596249998489,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,9.846897833000185,8.354752665999968,8.399417166000148,0.16429879199995412,3,0,3,7,8.399417166000148,,,,,,,,,,,,,,,
9.889536332999796,nogo,stimuli/23.png,None,space,0,11,,0.4131455830001869,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,11.353578665999976,9.84807762499986,9.889536332999796,0.10277262499994322,4,0,4,11,9.889536332999796,,,,,,,,,,,,,,,
11.401287916000001,go,stimuli/13.png,space,space,1,11,,0.46049245800031713,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,12.85375087500006,11.35484812499999,11.401287916000001,0.15185729199993148,5,0,5,2,11.401287916000001,,,,,,,,,,,,,,,
12.896141833000001,go,stimuli/15.png,space,space,1,11,,0.467502790999788,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,14.353558540999984,12.854855000000043,12.896141833000001,0.16242899999997462,6,0,6,4,12.896141833000001,,,,,,,,,,,,,,,
14.39825291599982,go,stimuli/16.png,space,None,0,11,,,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,15.85375216600005,14.354660416000115,14.39825291599982,,7,0,7,5,14.39825291599982,,,,,,,,,,,,,,,
15.898029957999825,nogo,stimuli/21.png,None,space,0,11,,0.5714028339998549,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,17.347813791000135,15.854416665999906,15.898029957999825,0.11758033300020543,8,0,8,9,15.898029957999825,,,,,,,,,,,,,,,
17.389871416000005,go,stimuli/11.png,space,space,1,11,,0.6366843750001863,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,18.848794749999797,17.349007583000002,17.389871416000005,0.10490699999991193,9,0,9,0,17.389871416000005,,,,,,,,,,,,,,,
18.900183791000018,nogo,stimuli/22.png,None,None,1,11,,,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,20.35398241599978,18.85005929099998,18.900183791000018,,10,0,10,10,18.900183791000018,,,,,,,,,,,,,,,
20.396172165999815,go,stimuli/14.png,space,space,1,11,,0.5731991659999949,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,21.846964625000055,20.354800166000132,20.396172165999815,0.10342954199995802,11,0,11,3,20.396172165999815,,,,,,,,,,,,,,,
21.8901478329999,go,stimuli/14.png,space,None,0,11,,,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,23.348194415999842,21.848189833000106,21.8901478329999,,0,1,12,3,21.8901478329999,,,,,,,,,,,,,,,
23.392015082999933,nogo,stimuli/23.png,None,None,1,11,,,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,24.847104458000103,23.349218374999964,23.392015082999933,,1,1,13,11,23.392015082999933,,,,,,,,,,,,,,,
24.888374790999933,go,stimuli/15.png,space,space,1,11,,0.5337025839999114,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,26.34734291599989,24.847981040999912,24.888374790999933,0.14887033300010444,2,1,14,4,24.888374790999933,,,,,,,,,,,,,,,
26.392235249999885,go,stimuli/17.png,space,space,1,11,,0.726452750000135,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,27.853956124999968,26.348456540999905,26.392235249999885,0.16345766699987507,3,1,15,6,26.392235249999885,,,,,,,,,,,,,,,
27.894906874999833,go,stimuli/11.png,space,None,0,11,,,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,29.354096582999773,27.855064416000005,27.894906874999833,,4,1,16,0,27.894906874999833,,,,,,,,,,,,,,,
29.398093165999853,nogo,stimuli/21.png,None,None,1,11,,,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,30.85451424999974,29.35492879100002,29.398093165999853,,5,1,17,9,29.398093165999853,,,,,,,,,,,,,,,
30.89677566599994,go,stimuli/12.png,space,space,1,11,,0.4666096659998402,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,32.34632183299982,30.85552354099991,30.89677566599994,0.11926854200009984,6,1,18,1,30.89677566599994,,,,,,,,,,,,,,,
32.38955937499986,go,stimuli/13.png,space,space,1,11,,0.4739070420000644,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,33.84694424999998,32.34724649999998,32.38955937499986,0.1348096249998889,7,1,19,2,32.38955937499986,,,,,,,,,,,,,,,
33.8906434999999,go,stimuli/19.png,space,space,1,11,,0.6060034590000214,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,35.354855957999916,33.84794933300009,33.8906434999999,0.14988379100032034,8,1,20,8,33.8906434999999,,,,,,,,,,,,,,,
35.39849416600009,go,stimuli/18.png,space,space,1,11,,0.7349778329999026,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,36.85402500000009,35.35617041600017,35.39849416600009,0.163568750000195,9,1,21,7,35.39849416600009,,,,,,,,,,,,,,,
36.89882020799996,go,stimuli/16.png,space,space,1,11,,0.9880733329996474,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,38.35462079099989,36.855129083000065,36.89882020799996,0.15089250000028187,10,1,22,5,36.89882020799996,,,,,,,,,,,,,,,
38.37979495799982,nogo,stimuli/22.png,None,None,1,11,,,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,39.84873391600013,38.35576662499989,38.37979495799982,,11,1,23,10,38.37979495799982,,,,,,,,,,,,,,,
39.89149166600009,go,stimuli/12.png,space,space,1,11,,0.6656402919998072,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,41.35392104099992,39.849814958000024,39.89149166600009,0.13615691600034552,0,2,24,1,39.89149166600009,,,,,,,,,,,,,,,
41.395853416000136,go,stimuli/18.png,space,space,1,11,,0.5425561250003739,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,42.854777083000045,41.35505445799981,41.395853416000136,0.13309941599982267,1,2,25,7,41.395853416000136,,,,,,,,,,,,,,,
42.90055208300009,go,stimuli/17.png,space,None,0,11,,,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,44.354197957999986,42.85609083300005,42.90055208300009,,2,2,26,6,42.90055208300009,,,,,,,,,,,,,,,
44.39427108300015,nogo,stimuli/22.png,None,space,0,11,,0.37651183299976765,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,45.85431429099981,44.35485266600017,44.39427108300015,0.1065286670000205,3,2,27,10,44.39427108300015,,,,,,,,,,,,,,,
45.89590262499996,go,stimuli/15.png,space,space,1,11,,0.49728695899966624,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,47.354287374999785,45.85541024999975,45.89590262499996,0.13377641600027346,4,2,28,4,45.89590262499996,,,,,,,,,,,,,,,
47.398426499999914,nogo,stimuli/21.png,None,None,1,11,,,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,48.848963708000156,47.35536808300003,47.398426499999914,,5,2,29,9,47.398426499999914,,,,,,,,,,,,,,,
48.892120500000146,go,stimuli/16.png,space,space,1,11,,0.5009705000002214,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,50.354496416000075,48.84983920800005,48.892120500000146,0.12106020900000658,6,2,30,5,48.892120500000146,,,,,,,,,,,,,,,
50.39678066599981,nogo,stimuli/23.png,None,None,1,11,,,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,51.848797249999734,50.3556054579999,50.39678066599981,,7,2,31,11,50.39678066599981,,,,,,,,,,,,,,,
51.88951258299994,go,stimuli/11.png,space,space,1,11,,0.5924286250001387,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,53.35502450000013,51.84967083299989,51.88951258299994,0.10629429100026755,8,2,32,0,51.88951258299994,,,,,,,,,,,,,,,
53.400972207999985,go,stimuli/13.png,space,space,1,11,,0.5366231250000055,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,54.84873120800012,53.356288333000066,53.400972207999985,0.10643949999985125,9,2,33,2,53.400972207999985,,,,,,,,,,,,,,,
54.891803166000045,go,stimuli/14.png,space,space,1,11,,0.4116521249998186,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,56.34950487500009,54.85015416599981,54.891803166000045,0.16343429200014725,10,2,34,3,54.891803166000045,,,,,,,,,,,,,,,
56.39333141599991,go,stimuli/19.png,space,space,1,11,,0.3928282090000721,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,57.84754887500003,56.35063566600002,56.39333141599991,0.1503866250000101,11,2,35,8,56.39333141599991,,,,,,,,,,,,,,,
57.88804412499985,go,stimuli/12.png,space,space,1,11,,0.33976666700027636,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,59.354415332999906,57.84863466600018,57.88804412499985,0.15084454099996947,0,3,36,1,57.88804412499985,,,,,,,,,,,,,,,
59.395811458000026,nogo,stimuli/23.png,None,space,0,11,,0.6326493339997796,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,60.84755575000008,59.355269832999966,59.395811458000026,0.11821587500025998,1,3,37,11,59.395811458000026,,,,,,,,,,,,,,,
60.88884529100005,nogo,stimuli/22.png,None,None,1,11,,,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,62.35454429099991,60.84870479099982,60.88884529100005,,2,3,38,10,60.88884529100005,,,,,,,,,,,,,,,
62.40428562499983,go,stimuli/15.png,space,space,1,11,,0.5778132919999734,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,63.85451633299999,62.35536008300005,62.40428562499983,0.12080170799981715,3,3,39,4,62.40428562499983,,,,,,,,,,,,,,,
63.89792154099996,nogo,stimuli/21.png,None,None,1,11,,,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,65.35432812499994,63.85561345799988,63.89792154099996,,4,3,40,9,63.89792154099996,,,,,,,,,,,,,,,
65.39715524999974,go,stimuli/14.png,space,None,0,11,,,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,66.84931645799998,65.35517741600006,65.39715524999974,,5,3,41,3,65.39715524999974,,,,,,,,,,,,,,,
66.89213812499975,go,stimuli/16.png,space,space,1,11,,0.4855875419998483,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,68.35525466599984,66.85020058300006,66.89213812499975,0.10355216700008896,6,3,42,5,66.89213812499975,,,,,,,,,,,,,,,
68.39995816600003,go,stimuli/17.png,space,space,1,11,,0.4792050000000927,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,69.85440541599974,68.35652687499987,68.39995816600003,0.1488088749997587,7,3,43,6,68.39995816600003,,,,,,,,,,,,,,,
69.89648708300001,go,stimuli/18.png,space,space,1,11,,0.5399479580000843,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,71.34890870800018,69.85544833299991,69.89648708300001,0.13606320899998536,8,3,44,7,69.89648708300001,,,,,,,,,,,,,,,
71.39273879099983,go,stimuli/13.png,space,space,1,11,,0.5887205000003632,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,72.8494290409999,71.35003270800007,71.39273879099983,0.1065892920000806,9,3,45,2,71.39273879099983,,,,,,,,,,,,,,,
72.8952058750001,go,stimuli/19.png,space,space,1,11,,0.5587582090001888,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,74.34924583300017,72.85055024999974,72.8952058750001,0.08900437500005864,10,3,46,8,72.8952058750001,,,,,,,,,,,,,,,
74.38942374999988,go,stimuli/11.png,space,space,1,11,,0.6218369160001203,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,75.85470366599975,74.3501523750001,74.38942374999988,0.05986266699983389,11,3,47,0,74.38942374999988,,,,,,,,,,,,,,,
75.9045514999998,nogo,stimuli/21.png,None,None,1,11,,,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,77.34776720799982,75.85582616600004,75.9045514999998,,0,4,48,9,75.9045514999998,,,,,,,,,,,,,,,
77.38818212500018,go,stimuli/12.png,space,space,1,11,,0.48997483399989505,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,78.84950395799979,77.34864016599977,77.38818212500018,0.15001679099987086,1,4,49,1,77.38818212500018,,,,,,,,,,,,,,,
78.893247041,go,stimuli/19.png,space,space,1,11,,0.799183874999926,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,80.35493637499985,78.85047350000013,78.893247041,0.1341824579999411,2,4,50,8,78.893247041,,,,,,,,,,,,,,,
80.39545316600015,go,stimuli/18.png,space,space,1,11,,0.6031404579998707,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,81.85469329099988,80.35601558300004,80.39545316600015,0.14712733300029868,3,4,51,7,80.39545316600015,,,,,,,,,,,,,,,
81.89549445800003,nogo,stimuli/22.png,None,space,0,11,,0.6619523330000447,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,83.35477949999995,81.85577433299977,81.89549445800003,0.14856237499998315,4,4,52,10,81.89549445800003,,,,,,,,,,,,,,,
83.40039937499978,go,stimuli/16.png,space,space,1,11,,0.5071972079999796,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,84.85477845800006,83.35603295800001,83.40039937499978,0.1187528749997,5,4,53,5,83.40039937499978,,,,,,,,,,,,,,,
84.89481937499977,go,stimuli/11.png,space,None,0,11,,,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,86.35606887499989,84.85586183299984,84.89481937499977,,6,4,54,0,84.89481937499977,,,,,,,,,,,,,,,
86.38094224999986,nogo,stimuli/23.png,None,space,0,11,,0.3454479580000225,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,87.85486312500007,86.35718491599982,86.38094224999986,0.10383387499996388,7,4,55,11,86.38094224999986,,,,,,,,,,,,,,,
87.89718079099976,go,stimuli/17.png,space,space,1,11,,0.37545604200022353,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,89.34796858299978,87.8559472500001,87.89718079099976,0.14900549999993018,8,4,56,6,87.89718079099976,,,,,,,,,,,,,,,
89.39270216600016,go,stimuli/13.png,space,space,1,11,,0.5603494160000082,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,90.84925420799982,89.34911841599978,89.39270216600016,0.14789495900004113,9,4,57,2,89.39270216600016,,,,,,,,,,,,,,,
90.89076379100015,go,stimuli/14.png,space,space,1,11,,0.45446220800022274,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,92.35491720799973,90.85038266599986,90.89076379100015,0.12128120799980024,10,4,58,3,90.89076379100015,,,,,,,,,,,,,,,
92.3957727080001,go,stimuli/15.png,space,space,1,11,,0.3613276669998413,,,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,93.85554000000002,92.35575999999992,92.3957727080001,0.13564933299994664,11,4,59,4,92.3957727080001,,,,,,,,,,,,,,,
,,,,,,11,,,0.8399019170001338,space,,,2024.1.4,2025-06-26 08h20.10.411683 +0200,GoNoGo,2025-06-26_08h20.05.246,,,,,,,,,,93.86656466600016,94.71430470799987,93.85653483299984,93.86656466600016,None,,,,,,,,,,
